conflicts_per_tx,mean_ro_entries_per_conflict,mean_rw_entries_per_conflict,conflicts_per_tx,mean_ro_entries_per_conflict,mean_rw_entries_per_conflict,1_stage,2_stage,3_stage,4_stage
1,10,1,0.995214,0.993941,0.990091,0.985436,
1,10,2,0.992556,0.993634,0.992178,0.986456,
1,10,3,0.986076,0.993255,0.989197,0.986407,
1,10,4,0.987177,0.993938,0.989892,0.985073,
1,10,5,0.967051,0.993163,0.988367,0.984314,
1,20,1,0.914404,0.995477,0.990349,0.986303,
1,20,2,0.906655,0.994011,0.989822,0.986306,
1,20,3,0.914441,0.993305,0.990917,0.986689,
1,20,4,0.899465,0.993907,0.990331,0.986936,
1,20,5,0.92377,0.992901,0.988478,0.984142,
1,30,1,0.854748,0.994081,0.990979,0.985518,
1,30,2,0.899262,0.993935,0.989852,0.986557,
1,30,3,0.845664,0.992604,0.990244,0.98564,
1,30,4,0.833755,0.993584,0.988427,0.984811,
1,30,5,0.838917,0.99086,0.988566,0.98487,
1,40,1,0.823084,0.99454,0.990466,0.985669,
1,40,2,0.819511,0.99288,0.989713,0.98507,
1,40,3,0.811644,0.992855,0.988548,0.985641,
1,40,4,0.827213,0.992454,0.988895,0.983848,
1,40,5,0.797586,0.99199,0.989288,0.986406,
1,50,1,0.797678,0.994726,0.990141,0.985236,
1,50,2,0.782958,0.99489,0.989749,0.98597,
1,50,3,0.802779,0.993966,0.989481,0.984337,
1,50,4,0.7625,0.992756,0.988607,0.986164,
1,50,5,0.769008,0.992272,0.988656,0.983906,
2,10,1,0.857071,0.993185,0.990336,0.986847,
2,10,2,0.78832,0.990803,0.988904,0.985126,
2,10,3,0.724469,0.99156,0.989789,0.986637,
2,10,4,0.64488,0.988101,0.98632,0.983988,
2,10,5,0.618737,0.969629,0.986768,0.9833,
2,20,1,0.585503,0.992791,0.990388,0.986681,
2,20,2,0.543586,0.991568,0.990374,0.988524,
2,20,3,0.49979,0.986614,0.988595,0.986847,
2,20,4,0.502238,0.984518,0.987257,0.984502,
2,20,5,0.47851,0.975215,0.986548,0.983773,
2,30,1,0.4059,0.991928,0.990845,0.986002,
2,30,2,0.373869,0.990979,0.988812,0.986284,
2,30,3,0.387911,0.99133,0.986914,0.984724,
2,30,4,0.370756,0.979765,0.986552,0.983963,
2,30,5,0.393853,0.917129,0.985079,0.982221,
2,40,1,0.357834,0.992039,0.989592,0.98579,
2,40,2,0.346379,0.991681,0.989412,0.986573,
2,40,3,0.3731,0.983751,0.988483,0.985083,
2,40,4,0.350475,0.978482,0.988965,0.985055,
