conflicts_per_tx,mean_ro_entries_per_conflict,mean_rw_entries_per_conflict,conflicts_per_tx,mean_ro_entries_per_conflict,mean_rw_entries_per_conflict,1_stage,2_stage,3_stage,4_stage
1,10,1,0.9954,0.993733,0.990345,0.983447,
1,10,2,0.958367,0.992657,0.987458,0.982422,
1,10,3,0.982731,0.992392,0.987065,0.980892,
1,10,4,0.929147,0.990872,0.986219,0.977715,
1,10,5,0.974314,0.992463,0.984029,0.975894,
1,20,1,0.82813,0.993337,0.989216,0.982071,
1,20,2,0.851809,0.993202,0.987236,0.983027,
1,20,3,0.808633,0.992646,0.986932,0.981689,
1,20,4,0.794293,0.991736,0.985295,0.978928,
1,20,5,0.758161,0.992148,0.984679,0.977118,
1,30,1,0.732005,0.994088,0.989846,0.983384,
1,30,2,0.744201,0.99388,0.989145,0.983274,
1,30,3,0.80145,0.992993,0.98905,0.980838,
1,30,4,0.725043,0.993117,0.987674,0.979328,
1,30,5,0.68171,0.991923,0.986516,0.980763,
1,40,1,0.687527,0.992873,0.990554,0.984084,
1,40,2,0.682213,0.983759,0.989994,0.984099,
1,40,3,0.692165,0.9933,0.989228,0.980753,
1,40,4,0.667049,0.993653,0.988676,0.980474,
1,40,5,0.687567,0.989108,0.985623,0.978736,
1,50,1,0.613795,0.99195,0.990004,0.98484,
1,50,2,0.565692,0.987002,0.988648,0.981015,
1,50,3,0.659973,0.9926,0.987979,0.982342,
1,50,4,0.589362,0.98435,0.986946,0.981614,
1,50,5,0.663226,0.989575,0.984646,0.978722,
2,10,1,0.733821,0.989819,0.988188,0.981717,
2,10,2,0.668051,0.985064,0.984337,0.97948,
2,10,3,0.654183,0.981739,0.979969,0.973001,
2,10,4,0.64665,0.96922,0.977585,0.96945,
2,10,5,0.606948,0.94733,0.968885,0.964818,
2,20,1,0.435543,0.982715,0.98726,0.980731,
2,20,2,0.49586,0.984676,0.984196,0.979624,
2,20,3,0.469335,0.973811,0.981745,0.975849,
2,20,4,0.429006,0.917403,0.974607,0.967188,
2,20,5,0.432854,0.88467,0.966284,0.963068,
2,30,1,0.416236,0.978406,0.985865,0.981919,
2,30,2,0.374215,0.967599,0.984701,0.978797,
2,30,3,0.340732,0.986621,0.984784,0.978152,
2,30,4,0.356891,0.867793,0.970506,0.971771,
2,30,5,0.333437,0.899619,0.970753,0.968902,
2,40,1,0.287683,0.978555,0.986827,0.981091,
2,40,2,0.314661,0.934104,0.977786,0.978704,
2,40,3,0.283278,0.88127,0.977955,0.974536,
2,40,4,0.286661,0.880292,0.9822,0.971189,
2,40,5,0.287417,0.892416,0.952696,0.965787,
2,50,1,0.274461,0.95942,0.985234,0.980102,
2,50,2,0.284753,0.90993,0.979715,0.977727,
2,50,3,0.262057,0.928723,0.983088,0.974139,
2,50,4,0.279551,0.852167,0.971499,0.972236,
2,50,5,0.255115,0.766747,0.94451,0.971206,
